t	h
8411.83	25189
8412.83	25189
8413.83	25189
8414.83	25189
8415.83	25189
8416.83	25189
8417.83	25189
8418.83	25189
8419.83	25189
8420.83	25189
8421.83	25189
8422.83	25189
8423.83	25189
8424.83	25189
8425.83	25189
8426.83	25189
8427.83	25189
8428.83	25189
8429.83	25189
8430.83	25189
8431.83	25189
8432.83	25189
8433.83	25188.9
8434.83	25188.9
8435.83	25188.9
8436.83	25188.9
8437.83	25188.9
8438.83	25188.9
8439.83	25188.9
8440.83	25188.9
8441.83	25188.9
8442.83	25188.9
8443.83	25188.9
8444.83	25188.9
8445.83	25188.9
8446.83	25188.9
8447.83	25188.9
8448.83	25188.9
8449.83	25188.8
8450.83	25188.8
8451.83	25188.8
8452.83	25188.8
8453.83	25188.8
8454.83	25188.8
8455.83	25188.8
8456.83	25188.8
8457.83	25188.8
8458.83	25188.8
8459.83	25188.8
8460.83	25188.8
8461.83	25188.8
8462.83	25188.8
8463.83	25188.8
8464.83	25188.8
8465.83	25188.7
8466.83	25188.7
8467.83	25188.7
8468.83	25188.7
8469.83	25188.7
8470.83	25188.7
8471.83	25188.7
8472.83	25188.7
8473.83	25188.7
8474.83	25188.7
8475.83	25188.7
8476.83	25188.7
8477.83	25188.7
8478.83	25188.7
8479.83	25188.7
8480.83	25188.7
8481.83	25188.7
8482.83	25188.7
8483.83	25188.7
8484.83	25188.7
8485.83	25188.7
8486.83	25188.7
8487.83	25188.7
8488.83	25188.7
8489.83	25188.7
8490.83	25188.7
8491.83	25188.7
8492.83	25188.7
8493.83	25188.7
8494.83	25188.7
8495.83	25188.7
8496.83	25188.7
8497.83	25188.7
8498.83	25188.7
8499.83	25188.7
8500.83	25188.7
8501.83	25188.7
8502.83	25188.7
8503.83	25188.7
8504.83	25188.7
8505.83	25188.7
8506.83	25188.7
8507.83	25188.7
8508.83	25188.7
8509.83	25188.7
8510.83	25188.7
8511.83	25188.7
8512.83	25188.7
8513.83	25188.7
8514.83	25188.7
8515.83	25188.7
8516.83	25188.7
8517.83	25188.8
8518.83	25188.8
8519.83	25188.8
8520.83	25188.8
8521.83	25188.8
8522.83	25188.8
8523.83	25188.8
8524.83	25188.8
8525.83	25188.8
8526.83	25188.8
8527.83	25188.8
8528.83	25188.8
8529.83	25188.8
8530.83	25188.8
8531.83	25188.8
8532.83	25188.8
8533.83	25188.9
8534.83	25188.9
8535.83	25188.9
8536.83	25188.9
8537.83	25188.9
8538.83	25188.9
8539.83	25188.9
8540.83	25188.9
8541.83	25188.9
8542.83	25188.9
8543.83	25188.9
8544.83	25188.9
8545.83	25188.9
8546.83	25188.9
8547.83	25188.9
8548.83	25188.9
8549.83	25188.9
8550.83	25189
8551.83	25189
8552.83	25189
8553.83	25189
8554.83	25189
8555.83	25189
8556.83	25189
8557.83	25189
8558.83	25189
8559.83	25189
8560.83	25189
8561.83	25189
8562.83	25189
8563.83	25189
8564.83	25189
8565.83	25189
8566.83	25189
8567.83	25189
8568.83	25189
8569.83	25189
8570.83	25189
8571.83	25189
8572.83	25189
8573.83	25189
8574.83	25189
8575.83	25189
8576.83	25189
8577.83	25189
8578.83	25189
8579.83	25189
8580.83	25189
8581.83	25189
8582.83	25189
8583.83	25189
8584.83	25189
8585.83	25189
8586.83	25189
8587.83	25189
8588.83	25189
8589.83	25189
8590.83	25189
8591.83	25189
8592.83	25189
8593.83	25188.9
8594.83	25188.9
8595.83	25188.9
8596.83	25188.9
8597.83	25188.9
8598.83	25188.9
8599.83	25188.9
8600.83	25188.9
8601.83	25188.9
8602.83	25188.9
8603.83	25188.9
8604.83	25188.9
8605.83	25188.9
8606.83	25188.9
8607.83	25188.9
8608.83	25188.9
8609.83	25188.9
8610.83	25188.8
8611.83	25188.8
8612.83	25188.8
8613.83	25188.8
8614.83	25188.8
8615.83	25188.8
8616.83	25188.8
8617.83	25188.8
8618.83	25188.8
8619.83	25188.8
8620.83	25188.8
8621.83	25188.8
8622.83	25188.8
8623.83	25188.8
8624.83	25188.8
8625.83	25188.8
8626.83	25188.7
8627.83	25188.7
8628.83	25188.7
8629.83	25188.7
8630.83	25188.7
8631.83	25188.7
8632.83	25188.7
8633.83	25188.7
8634.83	25188.7
8635.83	25188.7
8636.83	25188.7
8637.83	25188.7
8638.83	25188.7
8639.83	25188.7
8640.83	25188.7
8641.83	25188.7
8642.83	25188.7
8643.83	25188.7
8644.83	25188.7
8645.83	25188.7
8646.83	25188.7
8647.83	25188.7
8648.83	25188.7
8649.83	25188.7
8650.83	25188.7
8651.83	25188.7
8652.83	25188.7
8653.83	25188.7
8654.83	25188.7
8655.83	25188.7
8656.83	25188.7
8657.83	25188.7
8658.83	25188.7
8659.83	25188.7
8660.83	25188.7
8661.83	25188.7
8662.83	25188.7
8663.83	25188.7
8664.83	25188.7
8665.83	25188.7
8666.83	25188.7
8667.83	25188.7
8668.83	25188.7
8669.83	25188.7
8670.83	25188.7
8671.83	25188.7
8672.83	25188.7
8673.83	25188.7
8674.83	25188.7
8675.83	25188.7
8676.83	25188.7
8677.83	25188.8
8678.83	25188.8
8679.83	25188.8
8680.83	25188.8
8681.83	25188.8
8682.83	25188.8
8683.83	25188.8
8684.83	25188.8
8685.83	25188.8
8686.83	25188.8
8687.83	25188.8
8688.83	25188.8
8689.83	25188.8
8690.83	25188.8
8691.83	25188.8
8692.83	25188.8
8693.83	25188.9
8694.83	25188.9
8695.83	25188.9
8696.83	25188.9
8697.83	25188.9
8698.83	25188.9
8699.83	25188.9
8700.83	25188.9
8701.83	25188.9
8702.83	25188.9
8703.83	25188.9
8704.83	25188.9
8705.83	25188.9
8706.83	25188.9
8707.83	25188.9
8708.83	25188.9
8709.83	25188.9
8710.83	25188.9
8711.83	25189
8712.83	25189
8713.83	25189
8714.83	25189
8715.83	25189
8716.83	25189
8717.83	25189
8718.83	25189
8719.83	25189
8720.83	25189
8721.83	25189
8722.83	25189
8723.83	25189
8724.83	25189
8725.83	25189
8726.83	25189
8727.83	25189
8728.83	25189
8729.83	25189
8730.83	25189
8731.83	25189
8732.83	25189
8733.83	25189
8734.83	25189
8735.83	25189
8736.83	25189
8737.83	25189
8738.83	25189
8739.83	25189
8740.83	25189
8741.83	25189
8742.83	25189
8743.83	25189
8744.83	25189
8745.83	25189
8746.83	25189
8747.83	25189
8748.83	25189
8749.83	25189
8750.83	25189
8751.83	25189
8752.83	25189
8753.83	25188.9
8754.83	25188.9
8755.83	25188.9
8756.83	25188.9
8757.83	25188.9
8758.83	25188.9
8759.83	25188.9
8760.83	25188.9
8761.83	25188.9
8762.83	25188.9
8763.83	25188.9
8764.83	25188.9
8765.83	25188.9
8766.83	25188.9
8767.83	25188.9
8768.83	25188.9
8769.83	25188.9
8770.83	25188.8
8771.83	25188.8
8772.83	25188.8
8773.83	25188.8
8774.83	25188.8
8775.83	25188.8
8776.83	25188.8
8777.83	25188.8
8778.83	25188.8
8779.83	25188.8
8780.83	25188.8
8781.83	25188.8
8782.83	25188.8
8783.83	25188.8
8784.83	25188.8
8785.83	25188.8
8786.83	25188.7
8787.83	25188.7
8788.83	25188.7
8789.83	25188.7
8790.83	25188.7
8791.83	25188.7
8792.83	25188.7
8793.83	25188.7
8794.83	25188.7
8795.83	25188.7
8796.83	25188.7
8797.83	25188.7
8798.83	25188.7
8799.83	25188.7
8800.83	25188.7
8801.83	25188.7
8802.83	25188.7
8803.83	25188.7
8804.83	25188.7
8805.83	25188.7
8806.83	25188.7
8807.83	25188.7
8808.83	25188.7
8809.83	25188.7
8810.83	25188.7
8811.83	25188.7
8812.83	25188.7
8813.83	25188.7
8814.83	25188.7
8815.83	25188.7
8816.83	25188.7
8817.83	25188.7
8818.83	25188.7
8819.83	25188.7
8820.83	25188.7
8821.83	25188.7
8822.83	25188.7
8823.83	25188.7
8824.83	25188.7
8825.83	25188.7
8826.83	25188.7
8827.83	25188.7
8828.83	25188.7
8829.83	25188.7
8830.83	25188.7
8831.83	25188.7
8832.83	25188.7
8833.83	25188.7
8834.83	25188.7
8835.83	25188.7
8836.83	25188.7
8837.83	25188.8
8838.83	25188.8
8839.83	25188.8
8840.83	25188.8
8841.83	25188.8
8842.83	25188.8
8843.83	25188.8
8844.83	25188.8
8845.83	25188.8
8846.83	25188.8
8847.83	25188.8
8848.83	25188.8
8849.83	25188.8
8850.83	25188.8
8851.83	25188.8
8852.83	25188.8
8853.83	25188.8
8854.83	25188.9
8855.83	25188.9
8856.83	25188.9
8857.83	25188.9
8858.83	25188.9
8859.83	25188.9
8860.83	25188.9
8861.83	25188.9
8862.83	25188.9
8863.83	25188.9
8864.83	25188.9
8865.83	25188.9
8866.83	25188.9
8867.83	25188.9
8868.83	25188.9
8869.83	25188.9
8870.83	25188.9
8871.83	25189
8872.83	25189
8873.83	25189
8874.83	25189
8875.83	25189
8876.83	25189
8877.83	25189
8878.83	25189
8879.83	25189
8880.83	25189
8881.83	25189
8882.83	25189
8883.83	25189
8884.83	25189
8885.83	25189
8886.83	25189
8887.83	25189
8888.83	25189
8889.83	25189
8890.83	25189
8891.83	25189
8892.83	25189
8893.83	25189
8894.83	25189
8895.83	25189
8896.83	25189
8897.83	25189
8898.83	25189
8899.83	25189
8900.83	25189
8901.83	25189
8902.83	25189
8903.83	25189
8904.83	25189
8905.83	25189
8906.83	25189
8907.83	25189
8908.83	25189
8909.83	25189
8910.83	25189
8911.83	25189
8912.83	25189
8913.83	25188.9
8914.83	25188.9
8915.83	25188.9
8916.83	25188.9
8917.83	25188.9
8918.83	25188.9
8919.83	25188.9
8920.83	25188.9
8921.83	25188.9
8922.83	25188.9
8923.83	25188.9
8924.83	25188.9
8925.83	25188.9
8926.83	25188.9
8927.83	25188.9
8928.83	25188.9
8929.83	25188.9
8930.83	25188.8
8931.83	25188.8
8932.83	25188.8
8933.83	25188.8
8934.83	25188.8
8935.83	25188.8
8936.83	25188.8
8937.83	25188.8
8938.83	25188.8
8939.83	25188.8
8940.83	25188.8
8941.83	25188.8
8942.83	25188.8
8943.83	25188.8
8944.83	25188.8
8945.83	25188.8
8946.83	25188.8
8947.83	25188.7
8948.83	25188.7
8949.83	25188.7
8950.83	25188.7
8951.83	25188.7
8952.83	25188.7
8953.83	25188.7
8954.83	25188.7
8955.83	25188.7
8956.83	25188.7
8957.83	25188.7
8958.83	25188.7
8959.83	25188.7
8960.83	25188.7
8961.83	25188.7
8962.83	25188.7
8963.83	25188.7
8964.83	25188.7
8965.83	25188.7
8966.83	25188.7
8967.83	25188.7
8968.83	25188.7
8969.83	25188.7
8970.83	25188.7
8971.83	25188.7
8972.83	25188.7
8973.83	25188.7
8974.83	25188.7
8975.83	25188.7
8976.83	25188.7
8977.83	25188.7
8978.83	25188.7
8979.83	25188.7
8980.83	25188.7
8981.83	25188.7
8982.83	25188.7
8983.83	25188.7
8984.83	25188.7
8985.83	25188.7
8986.83	25188.7
8987.83	25188.7
8988.83	25188.7
8989.83	25188.7
8990.83	25188.7
8991.83	25188.7
8992.83	25188.7
8993.83	25188.7
8994.83	25188.7
8995.83	25188.7
8996.83	25188.7
8997.83	25188.8
8998.83	25188.8
8999.83	25188.8
9000.83	25188.8
9001.83	25188.8
9002.83	25188.8
9003.83	25188.8
9004.83	25188.8
9005.83	25188.8
9006.83	25188.8
9007.83	25188.8
9008.83	25188.8
9009.83	25188.8
9010.83	25188.8
9011.83	25188.8
9012.83	25188.8
9013.83	25188.8
9014.83	25188.9
9015.83	25188.9
9016.83	25188.9
9017.83	25188.9
9018.83	25188.9
9019.83	25188.9
9020.83	25188.9
9021.83	25188.9
9022.83	25188.9
9023.83	25188.9
9024.83	25188.9
9025.83	25188.9
9026.83	25188.9
9027.83	25188.9
9028.83	25188.9
9029.83	25188.9
9030.83	25188.9
9031.83	25188.9
9032.83	25189
9033.83	25189
9034.83	25189
9035.83	25189
9036.83	25189
9037.83	25189
9038.83	25189
9039.83	25189
9040.83	25189
9041.83	25189
9042.83	25189
9043.83	25189
9044.83	25189
9045.83	25189
9046.83	25189
9047.83	25189
9048.83	25189
9049.83	25189
9050.83	25189
9051.83	25189
9052.83	25189
9053.83	25189
9054.83	25189
9055.83	25189
9056.83	25189
9057.83	25189
9058.83	25189
9059.83	25189
9060.83	25189
9061.83	25189
9062.83	25189
9063.83	25189
9064.83	25189
9065.83	25189
9066.83	25189
9067.83	25189
9068.83	25189
9069.83	25189
9070.83	25189
9071.83	25189
9072.83	25188.9
9073.83	25188.9
9074.83	25188.9
9075.83	25188.9
9076.83	25188.9
9077.83	25188.9
9078.83	25188.9
9079.83	25188.9
9080.83	25188.9
9081.83	25188.9
9082.83	25188.9
9083.83	25188.9
9084.83	25188.9
9085.83	25188.9
9086.83	25188.9
9087.83	25188.9
9088.83	25188.9
9089.83	25188.9
9090.83	25188.8
9091.83	25188.8
9092.83	25188.8
9093.83	25188.8
9094.83	25188.8
9095.83	25188.8
9096.83	25188.8
9097.83	25188.8
9098.83	25188.8
9099.83	25188.8
9100.83	25188.8
9101.83	25188.8
9102.83	25188.8
9103.83	25188.8
9104.83	25188.8
9105.83	25188.8
9106.83	25188.8
9107.83	25188.7
9108.83	25188.7
9109.83	25188.7
9110.83	25188.7
9111.83	25188.7
9112.83	25188.7
9113.83	25188.7
9114.83	25188.7
9115.83	25188.7
9116.83	25188.7
9117.83	25188.7
9118.83	25188.7
9119.83	25188.7
9120.83	25188.7
9121.83	25188.7
9122.83	25188.7
9123.83	25188.7
9124.83	25188.7
9125.83	25188.7
9126.83	25188.7
9127.83	25188.7
9128.83	25188.7
9129.83	25188.7
9130.83	25188.7
9131.83	25188.7
9132.83	25188.7
9133.83	25188.7
9134.83	25188.7
9135.83	25188.7
9136.83	25188.7
9137.83	25188.7
9138.83	25188.7
9139.83	25188.7
9140.83	25188.7
9141.83	25188.7
9142.83	25188.7
9143.83	25188.7
9144.83	25188.7
9145.83	25188.7
9146.83	25188.7
9147.83	25188.7
9148.83	25188.7
9149.83	25188.7
9150.83	25188.7
9151.83	25188.7
9152.83	25188.7
9153.83	25188.7
9154.83	25188.7
9155.83	25188.7
9156.83	25188.7
9157.83	25188.8
9158.83	25188.8
9159.83	25188.8
9160.83	25188.8
9161.83	25188.8
9162.83	25188.8
9163.83	25188.8
9164.83	25188.8
9165.83	25188.8
9166.83	25188.8
9167.83	25188.8
9168.83	25188.8
9169.83	25188.8
9170.83	25188.8
9171.83	25188.8
9172.83	25188.8
9173.83	25188.8
9174.83	25188.9
9175.83	25188.9
9176.83	25188.9
9177.83	25188.9
9178.83	25188.9
9179.83	25188.9
9180.83	25188.9
9181.83	25188.9
9182.83	25188.9
9183.83	25188.9
9184.83	25188.9
9185.83	25188.9
9186.83	25188.9
9187.83	25188.9
9188.83	25188.9
9189.83	25188.9
9190.83	25188.9
9191.83	25188.9
9192.83	25188.9
9193.83	25189
9194.83	25189
9195.83	25189
9196.83	25189
9197.83	25189
9198.83	25189
9199.83	25189
9200.83	25189
9201.83	25189
9202.83	25189
9203.83	25189
9204.83	25189
9205.83	25189
9206.83	25189
9207.83	25189
9208.83	25189
9209.83	25189
9210.83	25189
9211.83	25189
9212.83	25189
9213.83	25189
9214.83	25189
9215.83	25189
9216.83	25189
9217.83	25189
9218.83	25189
9219.83	25189
9220.83	25189
9221.83	25189
9222.83	25189
9223.83	25189
9224.83	25189
9225.83	25189
9226.83	25189
9227.83	25189
9228.83	25189
9229.83	25189
9230.83	25189
9231.83	25189
9232.83	25188.9
9233.83	25188.9
9234.83	25188.9
9235.83	25188.9
9236.83	25188.9
9237.83	25188.9
9238.83	25188.9
9239.83	25188.9
9240.83	25188.9
9241.83	25188.9
9242.83	25188.9
9243.83	25188.9
9244.83	25188.9
9245.83	25188.9
9246.83	25188.9
9247.83	25188.9
9248.83	25188.9
9249.83	25188.9
9250.83	25188.9
9251.83	25188.8
9252.83	25188.8
9253.83	25188.8
9254.83	25188.8
9255.83	25188.8
9256.83	25188.8
9257.83	25188.8
9258.83	25188.8
9259.83	25188.8
9260.83	25188.8
9261.83	25188.8
9262.83	25188.8
9263.83	25188.8
9264.83	25188.8
9265.83	25188.8
9266.83	25188.8
9267.83	25188.8
9268.83	25188.7
9269.83	25188.7
9270.83	25188.7
9271.83	25188.7
9272.83	25188.7
9273.83	25188.7
9274.83	25188.7
9275.83	25188.7
9276.83	25188.7
9277.83	25188.7
9278.83	25188.7
9279.83	25188.7
9280.83	25188.7
9281.83	25188.7
9282.83	25188.7
9283.83	25188.7
9284.83	25188.7
9285.83	25188.7
9286.83	25188.7
9287.83	25188.7
9288.83	25188.7
9289.83	25188.7
9290.83	25188.7
9291.83	25188.7
9292.83	25188.7
9293.83	25188.7
9294.83	25188.7
9295.83	25188.7
9296.83	25188.7
9297.83	25188.7
9298.83	25188.7
9299.83	25188.7
9300.83	25188.7
9301.83	25188.7
9302.83	25188.7
9303.83	25188.7
9304.83	25188.7
9305.83	25188.7
9306.83	25188.7
9307.83	25188.7
9308.83	25188.7
9309.83	25188.7
9310.83	25188.7
9311.83	25188.7
9312.83	25188.7
9313.83	25188.7
9314.83	25188.7
9315.83	25188.7
9316.83	25188.7
9317.83	25188.8
9318.83	25188.8
9319.83	25188.8
9320.83	25188.8
9321.83	25188.8
9322.83	25188.8
9323.83	25188.8
9324.83	25188.8
9325.83	25188.8
9326.83	25188.8
9327.83	25188.8
9328.83	25188.8
9329.83	25188.8
9330.83	25188.8
9331.83	25188.8
9332.83	25188.8
9333.83	25188.8
9334.83	25188.8
9335.83	25188.9
9336.83	25188.9
9337.83	25188.9
9338.83	25188.9
9339.83	25188.9
9340.83	25188.9
9341.83	25188.9
9342.83	25188.9
9343.83	25188.9
9344.83	25188.9
9345.83	25188.9
9346.83	25188.9
9347.83	25188.9
9348.83	25188.9
9349.83	25188.9
9350.83	25188.9
9351.83	25188.9
9352.83	25188.9
9353.83	25188.9
9354.83	25189
9355.83	25189
9356.83	25189
9357.83	25189
9358.83	25189
9359.83	25189
9360.83	25189
9361.83	25189
9362.83	25189
9363.83	25189
9364.83	25189
9365.83	25189
9366.83	25189
9367.83	25189
9368.83	25189
9369.83	25189
9370.83	25189
9371.83	25189
9372.83	25189
9373.83	25189
9374.83	25189
9375.83	25189
9376.83	25189
9377.83	25189
9378.83	25189
9379.83	25189
9380.83	25189
9381.83	25189
9382.83	25189
9383.83	25189
9384.83	25189
9385.83	25189
9386.83	25189
9387.83	25189
9388.83	25189
9389.83	25189
9390.83	25189
9391.83	25189
9392.83	25188.9
9393.83	25188.9
9394.83	25188.9
9395.83	25188.9
9396.83	25188.9
9397.83	25188.9
9398.83	25188.9
9399.83	25188.9
9400.83	25188.9
9401.83	25188.9
9402.83	25188.9
9403.83	25188.9
9404.83	25188.9
9405.83	25188.9
9406.83	25188.9
9407.83	25188.9
9408.83	25188.9
9409.83	25188.9
9410.83	25188.9
9411.83	25188.8
9412.83	25188.8
9413.83	25188.8
9414.83	25188.8
9415.83	25188.8
9416.83	25188.8
9417.83	25188.8
9418.83	25188.8
9419.83	25188.8
9420.83	25188.8
9421.83	25188.8
9422.83	25188.8
9423.83	25188.8
9424.83	25188.8
9425.83	25188.8
9426.83	25188.8
9427.83	25188.8
9428.83	25188.8
9429.83	25188.7
9430.83	25188.7
9431.83	25188.7
9432.83	25188.7
9433.83	25188.7
9434.83	25188.7
9435.83	25188.7
9436.83	25188.7
9437.83	25188.7
9438.83	25188.7
9439.83	25188.7
9440.83	25188.7
9441.83	25188.7
9442.83	25188.7
9443.83	25188.7
9444.83	25188.7
9445.83	25188.7
9446.83	25188.7
9447.83	25188.7
9448.83	25188.7
9449.83	25188.7
9450.83	25188.7
9451.83	25188.7
9452.83	25188.7
9453.83	25188.7
9454.83	25188.7
9455.83	25188.7
9456.83	25188.7
9457.83	25188.7
9458.83	25188.7
9459.83	25188.7
9460.83	25188.7
9461.83	25188.7
9462.83	25188.7
9463.83	25188.7
9464.83	25188.7
9465.83	25188.7
9466.83	25188.7
9467.83	25188.7
9468.83	25188.7
9469.83	25188.7
9470.83	25188.7
9471.83	25188.7
9472.83	25188.7
9473.83	25188.7
9474.83	25188.7
9475.83	25188.7
9476.83	25188.7
9477.83	25188.8
9478.83	25188.8
9479.83	25188.8
9480.83	25188.8
9481.83	25188.8
9482.83	25188.8
9483.83	25188.8
9484.83	25188.8
9485.83	25188.8
9486.83	25188.8
9487.83	25188.8
9488.83	25188.8
9489.83	25188.8
9490.83	25188.8
9491.83	25188.8
9492.83	25188.8
9493.83	25188.8
9494.83	25188.8
9495.83	25188.9
9496.83	25188.9
9497.83	25188.9
9498.83	25188.9
9499.83	25188.9
9500.83	25188.9
9501.83	25188.9
9502.83	25188.9
9503.83	25188.9
9504.83	25188.9
9505.83	25188.9
9506.83	25188.9
9507.83	25188.9
9508.83	25188.9
9509.83	25188.9
9510.83	25188.9
9511.83	25188.9
9512.83	25188.9
9513.83	25188.9
9514.83	25189
9515.83	25189
9516.83	25189
9517.83	25189
9518.83	25189
9519.83	25189
9520.83	25189
9521.83	25189
9522.83	25189
9523.83	25189
9524.83	25189
9525.83	25189
9526.83	25189
9527.83	25189
9528.83	25189
9529.83	25189
9530.83	25189
9531.83	25189
9532.83	25189
9533.83	25189
9534.83	25189
9535.83	25189
9536.83	25189
9537.83	25189
9538.83	25189
9539.83	25189
9540.83	25189
9541.83	25189
9542.83	25189
9543.83	25189
9544.83	25189
9545.83	25189
9546.83	25189
9547.83	25189
9548.83	25189
9549.83	25189
9550.83	25189
9551.83	25189
9552.83	25188.9
9553.83	25188.9
9554.83	25188.9
9555.83	25188.9
9556.83	25188.9
9557.83	25188.9
9558.83	25188.9
9559.83	25188.9
9560.83	25188.9
9561.83	25188.9
9562.83	25188.9
9563.83	25188.9
9564.83	25188.9
9565.83	25188.9
9566.83	25188.9
9567.83	25188.9
9568.83	25188.9
9569.83	25188.9
9570.83	25188.9
9571.83	25188.8
9572.83	25188.8
9573.83	25188.8
9574.83	25188.8
9575.83	25188.8
9576.83	25188.8
9577.83	25188.8
9578.83	25188.8
9579.83	25188.8
9580.83	25188.8
9581.83	25188.8
9582.83	25188.8
9583.83	25188.8
9584.83	25188.8
9585.83	25188.8
9586.83	25188.8
9587.83	25188.8
9588.83	25188.8
9589.83	25188.7
9590.83	25188.7
9591.83	25188.7
9592.83	25188.7
9593.83	25188.7
9594.83	25188.7
9595.83	25188.7
9596.83	25188.7
9597.83	25188.7
9598.83	25188.7
9599.83	25188.7
9600.83	25188.7
9601.83	25188.7
9602.83	25188.7
9603.83	25188.7
9604.83	25188.7
9605.83	25188.7
9606.83	25188.7
9607.83	25188.7
9608.83	25188.7
9609.83	25188.7
9610.83	25188.7
9611.83	25188.7
9612.83	25188.7
9613.83	25188.7
9614.83	25188.7
9615.83	25188.7
9616.83	25188.7
9617.83	25188.7
9618.83	25188.7
9619.83	25188.7
9620.83	25188.7
9621.83	25188.7
9622.83	25188.7
9623.83	25188.7
9624.83	25188.7
9625.83	25188.7
9626.83	25188.7
9627.83	25188.7
9628.83	25188.7
9629.83	25188.7
9630.83	25188.7
9631.83	25188.7
9632.83	25188.7
9633.83	25188.7
9634.83	25188.7
9635.83	25188.7
9636.83	25188.7
9637.83	25188.8
9638.83	25188.8
9639.83	25188.8
9640.83	25188.8
9641.83	25188.8
9642.83	25188.8
9643.83	25188.8
9644.83	25188.8
9645.83	25188.8
9646.83	25188.8
9647.83	25188.8
9648.83	25188.8
9649.83	25188.8
9650.83	25188.8
9651.83	25188.8
9652.83	25188.8
9653.83	25188.8
9654.83	25188.8
9655.83	25188.8
9656.83	25188.9
9657.83	25188.9
9658.83	25188.9
9659.83	25188.9
9660.83	25188.9
9661.83	25188.9
9662.83	25188.9
9663.83	25188.9
9664.83	25188.9
9665.83	25188.9
9666.83	25188.9
9667.83	25188.9
9668.83	25188.9
9669.83	25188.9
9670.83	25188.9
9671.83	25188.9
9672.83	25188.9
9673.83	25188.9
9674.83	25188.9
9675.83	25189
9676.83	25189
9677.83	25189
9678.83	25189
9679.83	25189
9680.83	25189
9681.83	25189
9682.83	25189
9683.83	25189
9684.83	25189
9685.83	25189
9686.83	25189
9687.83	25189
9688.83	25189
9689.83	25189
9690.83	25189
9691.83	25189
9692.83	25189
9693.83	25189
9694.83	25189
9695.83	25189
9696.83	25189
9697.83	25189
9698.83	25189
9699.83	25189
9700.83	25189
9701.83	25189
9702.83	25189
9703.83	25189
9704.83	25189
9705.83	25189
9706.83	25189
9707.83	25189
9708.83	25189
9709.83	25189
9710.83	25189
9711.83	25189
9712.83	25188.9
9713.83	25188.9
9714.83	25188.9
9715.83	25188.9
9716.83	25188.9
9717.83	25188.9
9718.83	25188.9
9719.83	25188.9
9720.83	25188.9
9721.83	25188.9
9722.83	25188.9
9723.83	25188.9
9724.83	25188.9
9725.83	25188.9
9726.83	25188.9
9727.83	25188.9
9728.83	25188.9
9729.83	25188.9
9730.83	25188.9
9731.83	25188.9
9732.83	25188.8
9733.83	25188.8
9734.83	25188.8
9735.83	25188.8
9736.83	25188.8
9737.83	25188.8
9738.83	25188.8
9739.83	25188.8
9740.83	25188.8
9741.83	25188.8
9742.83	25188.8
9743.83	25188.8
9744.83	25188.8
9745.83	25188.8
9746.83	25188.8
9747.83	25188.8
9748.83	25188.8
9749.83	25188.8
9750.83	25188.7
9751.83	25188.7
9752.83	25188.7
9753.83	25188.7
9754.83	25188.7
9755.83	25188.7
9756.83	25188.7
9757.83	25188.7
9758.83	25188.7
9759.83	25188.7
9760.83	25188.7
9761.83	25188.7
9762.83	25188.7
9763.83	25188.7
9764.83	25188.7
9765.83	25188.7
9766.83	25188.7
9767.83	25188.7
9768.83	25188.7
9769.83	25188.7
9770.83	25188.7
9771.83	25188.7
9772.83	25188.7
9773.83	25188.7
9774.83	25188.7
9775.83	25188.7
9776.83	25188.7
9777.83	25188.7
9778.83	25188.7
9779.83	25188.7
9780.83	25188.7
9781.83	25188.7
9782.83	25188.7
9783.83	25188.7
9784.83	25188.7
9785.83	25188.7
9786.83	25188.7
9787.83	25188.7
9788.83	25188.7
9789.83	25188.7
9790.83	25188.7
9791.83	25188.7
9792.83	25188.7
9793.83	25188.7
9794.83	25188.7
9795.83	25188.7
9796.83	25188.7
9797.83	25188.8
9798.83	25188.8
9799.83	25188.8
9800.83	25188.8
9801.83	25188.8
9802.83	25188.8
9803.83	25188.8
9804.83	25188.8
9805.83	25188.8
9806.83	25188.8
9807.83	25188.8
9808.83	25188.8
9809.83	25188.8
9810.83	25188.8
9811.83	25188.8
9812.83	25188.8
9813.83	25188.8
9814.83	25188.8
9815.83	25188.8
9816.83	25188.9
9817.83	25188.9
9818.83	25188.9
9819.83	25188.9
9820.83	25188.9
9821.83	25188.9
9822.83	25188.9
9823.83	25188.9
9824.83	25188.9
9825.83	25188.9
9826.83	25188.9
9827.83	25188.9
9828.83	25188.9
9829.83	25188.9
9830.83	25188.9
9831.83	25188.9
9832.83	25188.9
9833.83	25188.9
9834.83	25188.9
9835.83	25188.9
9836.83	25189
9837.83	25189
9838.83	25189
9839.83	25189
9840.83	25189
9841.83	25189
9842.83	25189
9843.83	25189
9844.83	25189
9845.83	25189
9846.83	25189
9847.83	25189
9848.83	25189
9849.83	25189
9850.83	25189
9851.83	25189
9852.83	25189
9853.83	25189
9854.83	25189
9855.83	25189
9856.83	25189
9857.83	25189
9858.83	25189
9859.83	25189
9860.83	25189
9861.83	25189
9862.83	25189
9863.83	25189
9864.83	25189
9865.83	25189
9866.83	25189
9867.83	25189
9868.83	25189
9869.83	25189
9870.83	25189
9871.83	25189
9872.83	25188.9
9873.83	25188.9
9874.83	25188.9
9875.83	25188.9
9876.83	25188.9
9877.83	25188.9
9878.83	25188.9
9879.83	25188.9
9880.83	25188.9
9881.83	25188.9
9882.83	25188.9
9883.83	25188.9
9884.83	25188.9
9885.83	25188.9
