t	h
3676.83	25188.4
3677.83	25188.4
3678.83	25188.4
3679.83	25188.4
3680.83	25188.4
3681.83	25188.4
3682.83	25188.4
3683.83	25188.4
3684.83	25188.4
3685.83	25188.4
3686.83	25188.4
3687.83	25188.4
3688.83	25188.4
3689.83	25188.4
3690.83	25188.4
3691.83	25188.4
3692.83	25188.5
3693.83	25188.5
3694.83	25188.5
3695.83	25188.5
3696.83	25188.5
3697.83	25188.5
3698.83	25188.5
3699.83	25188.5
3700.83	25188.5
3701.83	25188.5
3702.83	25188.6
3703.83	25188.6
3704.83	25188.6
3705.83	25188.6
3706.83	25188.6
3707.83	25188.6
3708.83	25188.6
3709.83	25188.6
3710.83	25188.7
3711.83	25188.7
3712.83	25188.7
3713.83	25188.7
3714.83	25188.7
3715.83	25188.7
3716.83	25188.8
3717.83	25188.8
3718.83	25188.8
3719.83	25188.8
3720.83	25188.8
3721.83	25188.8
3722.83	25188.9
3723.83	25188.9
3724.83	25188.9
3725.83	25188.9
3726.83	25188.9
3727.83	25188.9
3728.83	25188.9
3729.83	25189
3730.83	25189
3731.83	25189
3732.83	25189
3733.83	25189
3734.83	25189
3735.83	25189.1
3736.83	25189.1
3737.83	25189.1
3738.83	25189.1
3739.83	25189.1
3740.83	25189.1
3741.83	25189.1
3742.83	25189.1
3743.83	25189.1
3744.83	25189.2
3745.83	25189.2
3746.83	25189.2
3747.83	25189.2
3748.83	25189.2
3749.83	25189.2
3750.83	25189.2
3751.83	25189.2
3752.83	25189.2
3753.83	25189.2
3754.83	25189.2
3755.83	25189.2
3756.83	25189.2
3757.83	25189.2
3758.83	25189.2
3759.83	25189.2
3760.83	25189.2
3761.83	25189.2
3762.83	25189.2
3763.83	25189.2
3764.83	25189.2
3765.83	25189.2
3766.83	25189.2
3767.83	25189.2
3768.83	25189.2
3769.83	25189.2
3770.83	25189.2
3771.83	25189.2
3772.83	25189.2
3773.83	25189.2
3774.83	25189.2
3775.83	25189.2
3776.83	25189.2
3777.83	25189.2
3778.83	25189.2
3779.83	25189.2
3780.83	25189.1
3781.83	25189.1
3782.83	25189.1
3783.83	25189.1
3784.83	25189.1
3785.83	25189.1
3786.83	25189.1
3787.83	25189.1
3788.83	25189
3789.83	25189
3790.83	25189
3791.83	25189
3792.83	25189
3793.83	25189
3794.83	25189
3795.83	25188.9
3796.83	25188.9
3797.83	25188.9
3798.83	25188.9
3799.83	25188.9
3800.83	25188.9
3801.83	25188.8
3802.83	25188.8
3803.83	25188.8
3804.83	25188.8
3805.83	25188.8
3806.83	25188.8
3807.83	25188.7
3808.83	25188.7
3809.83	25188.7
3810.83	25188.7
3811.83	25188.7
3812.83	25188.7
3813.83	25188.7
3814.83	25188.6
3815.83	25188.6
3816.83	25188.6
3817.83	25188.6
3818.83	25188.6
3819.83	25188.6
3820.83	25188.6
3821.83	25188.6
3822.83	25188.5
3823.83	25188.5
3824.83	25188.5
3825.83	25188.5
3826.83	25188.5
3827.83	25188.5
3828.83	25188.5
3829.83	25188.5
3830.83	25188.5
3831.83	25188.5
3832.83	25188.5
3833.83	25188.5
3834.83	25188.5
3835.83	25188.4
3836.83	25188.4
3837.83	25188.4
3838.83	25188.4
3839.83	25188.4
3840.83	25188.4
3841.83	25188.4
3842.83	25188.4
3843.83	25188.4
3844.83	25188.4
3845.83	25188.4
3846.83	25188.4
3847.83	25188.4
3848.83	25188.5
3849.83	25188.5
3850.83	25188.5
3851.83	25188.5
3852.83	25188.5
3853.83	25188.5
3854.83	25188.5
3855.83	25188.5
3856.83	25188.5
3857.83	25188.5
3858.83	25188.5
3859.83	25188.5
3860.83	25188.5
3861.83	25188.5
3862.83	25188.6
3863.83	25188.6
3864.83	25188.6
3865.83	25188.6
3866.83	25188.6
3867.83	25188.6
3868.83	25188.6
3869.83	25188.6
3870.83	25188.7
3871.83	25188.7
3872.83	25188.7
3873.83	25188.7
3874.83	25188.7
3875.83	25188.7
3876.83	25188.8
3877.83	25188.8
3878.83	25188.8
3879.83	25188.8
3880.83	25188.8
3881.83	25188.8
3882.83	25188.8
3883.83	25188.9
3884.83	25188.9
3885.83	25188.9
3886.83	25188.9
3887.83	25188.9
3888.83	25188.9
3889.83	25189
3890.83	25189
3891.83	25189
3892.83	25189
3893.83	25189
3894.83	25189
3895.83	25189
3896.83	25189
3897.83	25189.1
3898.83	25189.1
3899.83	25189.1
3900.83	25189.1
3901.83	25189.1
3902.83	25189.1
3903.83	25189.1
3904.83	25189.1
3905.83	25189.2
3906.83	25189.2
3907.83	25189.2
3908.83	25189.2
3909.83	25189.2
3910.83	25189.2
3911.83	25189.2
3912.83	25189.2
3913.83	25189.2
3914.83	25189.2
3915.83	25189.2
3916.83	25189.2
3917.83	25189.2
3918.83	25189.2
3919.83	25189.2
3920.83	25189.2
3921.83	25189.2
3922.83	25189.2
3923.83	25189.2
3924.83	25189.2
3925.83	25189.2
3926.83	25189.2
3927.83	25189.2
3928.83	25189.2
3929.83	25189.2
3930.83	25189.2
3931.83	25189.2
3932.83	25189.2
3933.83	25189.2
3934.83	25189.2
3935.83	25189.2
3936.83	25189.2
3937.83	25189.2
3938.83	25189.2
3939.83	25189.1
3940.83	25189.1
3941.83	25189.1
3942.83	25189.1
3943.83	25189.1
3944.83	25189.1
3945.83	25189.1
3946.83	25189.1
3947.83	25189.1
3948.83	25189
3949.83	25189
3950.83	25189
3951.83	25189
3952.83	25189
3953.83	25189
3954.83	25189
3955.83	25188.9
3956.83	25188.9
3957.83	25188.9
3958.83	25188.9
3959.83	25188.9
3960.83	25188.9
3961.83	25188.8
3962.83	25188.8
3963.83	25188.8
3964.83	25188.8
3965.83	25188.8
3966.83	25188.8
3967.83	25188.8
3968.83	25188.7
3969.83	25188.7
3970.83	25188.7
3971.83	25188.7
3972.83	25188.7
3973.83	25188.7
3974.83	25188.7
3975.83	25188.6
3976.83	25188.6
3977.83	25188.6
3978.83	25188.6
3979.83	25188.6
3980.83	25188.6
3981.83	25188.6
3982.83	25188.6
3983.83	25188.6
3984.83	25188.5
3985.83	25188.5
3986.83	25188.5
3987.83	25188.5
3988.83	25188.5
3989.83	25188.5
3990.83	25188.5
3991.83	25188.5
3992.83	25188.5
3993.83	25188.5
3994.83	25188.5
3995.83	25188.5
3996.83	25188.5
3997.83	25188.5
3998.83	25188.5
3999.83	25188.5
4000.83	25188.5
4001.83	25188.5
4002.83	25188.5
4003.83	25188.5
4004.83	25188.5
4005.83	25188.5
4006.83	25188.5
4007.83	25188.5
4008.83	25188.5
4009.83	25188.5
4010.83	25188.5
4011.83	25188.5
4012.83	25188.5
4013.83	25188.5
4014.83	25188.5
4015.83	25188.5
4016.83	25188.5
4017.83	25188.5
4018.83	25188.5
4019.83	25188.5
4020.83	25188.5
4021.83	25188.6
4022.83	25188.6
4023.83	25188.6
4024.83	25188.6
4025.83	25188.6
4026.83	25188.6
4027.83	25188.6
4028.83	25188.6
4029.83	25188.7
4030.83	25188.7
4031.83	25188.7
4032.83	25188.7
4033.83	25188.7
4034.83	25188.7
4035.83	25188.7
4036.83	25188.8
4037.83	25188.8
4038.83	25188.8
4039.83	25188.8
4040.83	25188.8
4041.83	25188.8
4042.83	25188.8
4043.83	25188.9
4044.83	25188.9
4045.83	25188.9
4046.83	25188.9
4047.83	25188.9
4048.83	25188.9
4049.83	25188.9
4050.83	25189
4051.83	25189
4052.83	25189
4053.83	25189
4054.83	25189
4055.83	25189
4056.83	25189
4057.83	25189
4058.83	25189.1
4059.83	25189.1
4060.83	25189.1
4061.83	25189.1
4062.83	25189.1
4063.83	25189.1
4064.83	25189.1
4065.83	25189.1
4066.83	25189.1
4067.83	25189.2
4068.83	25189.2
4069.83	25189.2
4070.83	25189.2
4071.83	25189.2
4072.83	25189.2
4073.83	25189.2
4074.83	25189.2
4075.83	25189.2
4076.83	25189.2
4077.83	25189.2
4078.83	25189.2
4079.83	25189.2
4080.83	25189.2
4081.83	25189.2
4082.83	25189.2
4083.83	25189.2
4084.83	25189.2
4085.83	25189.2
4086.83	25189.2
4087.83	25189.2
4088.83	25189.2
4089.83	25189.2
4090.83	25189.2
4091.83	25189.2
4092.83	25189.2
4093.83	25189.2
4094.83	25189.2
4095.83	25189.2
4096.83	25189.2
4097.83	25189.1
4098.83	25189.1
4099.83	25189.1
4100.83	25189.1
4101.83	25189.1
4102.83	25189.1
4103.83	25189.1
4104.83	25189.1
4105.83	25189.1
4106.83	25189.1
4107.83	25189
4108.83	25189
4109.83	25189
4110.83	25189
4111.83	25189
4112.83	25189
4113.83	25189
4114.83	25189
4115.83	25188.9
4116.83	25188.9
4117.83	25188.9
4118.83	25188.9
4119.83	25188.9
4120.83	25188.9
4121.83	25188.9
4122.83	25188.8
4123.83	25188.8
4124.83	25188.8
4125.83	25188.8
4126.83	25188.8
4127.83	25188.8
4128.83	25188.8
4129.83	25188.7
4130.83	25188.7
4131.83	25188.7
4132.83	25188.7
4133.83	25188.7
4134.83	25188.7
4135.83	25188.7
4136.83	25188.6
4137.83	25188.6
4138.83	25188.6
4139.83	25188.6
4140.83	25188.6
4141.83	25188.6
4142.83	25188.6
4143.83	25188.6
4144.83	25188.6
4145.83	25188.5
4146.83	25188.5
4147.83	25188.5
4148.83	25188.5
4149.83	25188.5
4150.83	25188.5
4151.83	25188.5
4152.83	25188.5
4153.83	25188.5
4154.83	25188.5
4155.83	25188.5
4156.83	25188.5
4157.83	25188.5
4158.83	25188.5
4159.83	25188.5
4160.83	25188.5
4161.83	25188.5
4162.83	25188.5
4163.83	25188.5
4164.83	25188.5
4165.83	25188.5
4166.83	25188.5
4167.83	25188.5
4168.83	25188.5
4169.83	25188.5
4170.83	25188.5
4171.83	25188.5
4172.83	25188.5
4173.83	25188.5
4174.83	25188.5
4175.83	25188.5
4176.83	25188.5
4177.83	25188.5
4178.83	25188.5
4179.83	25188.5
4180.83	25188.6
4181.83	25188.6
4182.83	25188.6
4183.83	25188.6
4184.83	25188.6
4185.83	25188.6
4186.83	25188.6
4187.83	25188.6
4188.83	25188.6
4189.83	25188.7
4190.83	25188.7
4191.83	25188.7
4192.83	25188.7
4193.83	25188.7
4194.83	25188.7
4195.83	25188.7
4196.83	25188.8
4197.83	25188.8
4198.83	25188.8
4199.83	25188.8
4200.83	25188.8
4201.83	25188.8
4202.83	25188.8
4203.83	25188.8
4204.83	25188.9
4205.83	25188.9
4206.83	25188.9
4207.83	25188.9
4208.83	25188.9
4209.83	25188.9
4210.83	25188.9
4211.83	25189
4212.83	25189
4213.83	25189
4214.83	25189
4215.83	25189
4216.83	25189
4217.83	25189
4218.83	25189
4219.83	25189.1
4220.83	25189.1
4221.83	25189.1
4222.83	25189.1
4223.83	25189.1
4224.83	25189.1
4225.83	25189.1
4226.83	25189.1
4227.83	25189.1
4228.83	25189.1
4229.83	25189.2
4230.83	25189.2
4231.83	25189.2
4232.83	25189.2
4233.83	25189.2
4234.83	25189.2
4235.83	25189.2
4236.83	25189.2
4237.83	25189.2
4238.83	25189.2
4239.83	25189.2
4240.83	25189.2
4241.83	25189.2
4242.83	25189.2
4243.83	25189.2
4244.83	25189.2
4245.83	25189.2
4246.83	25189.2
4247.83	25189.2
4248.83	25189.2
4249.83	25189.2
4250.83	25189.2
4251.83	25189.2
4252.83	25189.2
4253.83	25189.2
4254.83	25189.2
4255.83	25189.2
4256.83	25189.1
4257.83	25189.1
4258.83	25189.1
4259.83	25189.1
4260.83	25189.1
4261.83	25189.1
4262.83	25189.1
4263.83	25189.1
4264.83	25189.1
4265.83	25189.1
4266.83	25189.1
4267.83	25189
4268.83	25189
4269.83	25189
4270.83	25189
4271.83	25189
4272.83	25189
4273.83	25189
4274.83	25189
4275.83	25188.9
4276.83	25188.9
4277.83	25188.9
4278.83	25188.9
4279.83	25188.9
4280.83	25188.9
4281.83	25188.9
4282.83	25188.8
4283.83	25188.8
4284.83	25188.8
4285.83	25188.8
4286.83	25188.8
4287.83	25188.8
4288.83	25188.8
4289.83	25188.7
4290.83	25188.7
4291.83	25188.7
4292.83	25188.7
4293.83	25188.7
4294.83	25188.7
4295.83	25188.7
4296.83	25188.7
4297.83	25188.6
4298.83	25188.6
4299.83	25188.6
4300.83	25188.6
4301.83	25188.6
4302.83	25188.6
4303.83	25188.6
4304.83	25188.6
4305.83	25188.6
4306.83	25188.6
4307.83	25188.5
4308.83	25188.5
4309.83	25188.5
4310.83	25188.5
4311.83	25188.5
4312.83	25188.5
4313.83	25188.5
4314.83	25188.5
4315.83	25188.5
4316.83	25188.5
4317.83	25188.5
4318.83	25188.5
4319.83	25188.5
4320.83	25188.5
4321.83	25188.5
4322.83	25188.5
4323.83	25188.5
4324.83	25188.5
4325.83	25188.5
4326.83	25188.5
4327.83	25188.5
4328.83	25188.5
4329.83	25188.5
4330.83	25188.5
4331.83	25188.5
4332.83	25188.5
4333.83	25188.5
4334.83	25188.5
4335.83	25188.5
4336.83	25188.5
4337.83	25188.5
4338.83	25188.6
4339.83	25188.6
4340.83	25188.6
4341.83	25188.6
4342.83	25188.6
4343.83	25188.6
4344.83	25188.6
4345.83	25188.6
4346.83	25188.6
4347.83	25188.6
4348.83	25188.6
4349.83	25188.7
4350.83	25188.7
4351.83	25188.7
4352.83	25188.7
4353.83	25188.7
4354.83	25188.7
4355.83	25188.7
4356.83	25188.7
4357.83	25188.8
4358.83	25188.8
4359.83	25188.8
4360.83	25188.8
4361.83	25188.8
4362.83	25188.8
4363.83	25188.8
4364.83	25188.9
4365.83	25188.9
4366.83	25188.9
4367.83	25188.9
4368.83	25188.9
4369.83	25188.9
4370.83	25188.9
4371.83	25189
4372.83	25189
4373.83	25189
4374.83	25189
4375.83	25189
4376.83	25189
4377.83	25189
4378.83	25189
4379.83	25189
4380.83	25189.1
4381.83	25189.1
4382.83	25189.1
4383.83	25189.1
4384.83	25189.1
4385.83	25189.1
4386.83	25189.1
4387.83	25189.1
4388.83	25189.1
4389.83	25189.1
4390.83	25189.1
4391.83	25189.1
4392.83	25189.2
4393.83	25189.2
4394.83	25189.2
4395.83	25189.2
4396.83	25189.2
4397.83	25189.2
4398.83	25189.2
4399.83	25189.2
4400.83	25189.2
4401.83	25189.2
4402.83	25189.2
4403.83	25189.2
4404.83	25189.2
4405.83	25189.2
4406.83	25189.2
4407.83	25189.2
4408.83	25189.2
4409.83	25189.2
4410.83	25189.2
4411.83	25189.2
4412.83	25189.2
4413.83	25189.2
4414.83	25189.1
4415.83	25189.1
4416.83	25189.1
4417.83	25189.1
4418.83	25189.1
4419.83	25189.1
4420.83	25189.1
4421.83	25189.1
4422.83	25189.1
4423.83	25189.1
4424.83	25189.1
4425.83	25189.1
4426.83	25189
4427.83	25189
4428.83	25189
4429.83	25189
4430.83	25189
4431.83	25189
4432.83	25189
4433.83	25189
4434.83	25189
4435.83	25188.9
4436.83	25188.9
4437.83	25188.9
4438.83	25188.9
4439.83	25188.9
4440.83	25188.9
4441.83	25188.9
4442.83	25188.8
4443.83	25188.8
4444.83	25188.8
4445.83	25188.8
4446.83	25188.8
4447.83	25188.8
4448.83	25188.8
4449.83	25188.8
4450.83	25188.7
4451.83	25188.7
4452.83	25188.7
4453.83	25188.7
4454.83	25188.7
4455.83	25188.7
4456.83	25188.7
4457.83	25188.7
4458.83	25188.6
4459.83	25188.6
4460.83	25188.6
4461.83	25188.6
4462.83	25188.6
4463.83	25188.6
4464.83	25188.6
4465.83	25188.6
4466.83	25188.6
4467.83	25188.6
4468.83	25188.6
4469.83	25188.5
4470.83	25188.5
4471.83	25188.5
4472.83	25188.5
4473.83	25188.5
4474.83	25188.5
4475.83	25188.5
4476.83	25188.5
4477.83	25188.5
4478.83	25188.5
4479.83	25188.5
4480.83	25188.5
4481.83	25188.5
4482.83	25188.5
4483.83	25188.5
4484.83	25188.5
4485.83	25188.5
4486.83	25188.5
4487.83	25188.5
4488.83	25188.5
4489.83	25188.5
4490.83	25188.5
4491.83	25188.5
4492.83	25188.5
4493.83	25188.5
4494.83	25188.5
4495.83	25188.5
4496.83	25188.5
4497.83	25188.6
4498.83	25188.6
4499.83	25188.6
4500.83	25188.6
4501.83	25188.6
4502.83	25188.6
4503.83	25188.6
4504.83	25188.6
4505.83	25188.6
4506.83	25188.6
4507.83	25188.6
4508.83	25188.7
4509.83	25188.7
4510.83	25188.7
4511.83	25188.7
4512.83	25188.7
4513.83	25188.7
4514.83	25188.7
4515.83	25188.7
4516.83	25188.7
4517.83	25188.8
4518.83	25188.8
4519.83	25188.8
4520.83	25188.8
4521.83	25188.8
4522.83	25188.8
4523.83	25188.8
4524.83	25188.9
4525.83	25188.9
4526.83	25188.9
4527.83	25188.9
4528.83	25188.9
4529.83	25188.9
4530.83	25188.9
4531.83	25188.9
4532.83	25189
4533.83	25189
4534.83	25189
4535.83	25189
4536.83	25189
4537.83	25189
4538.83	25189
4539.83	25189
4540.83	25189
4541.83	25189.1
4542.83	25189.1
4543.83	25189.1
4544.83	25189.1
4545.83	25189.1
4546.83	25189.1
4547.83	25189.1
4548.83	25189.1
4549.83	25189.1
4550.83	25189.1
4551.83	25189.1
4552.83	25189.1
4553.83	25189.1
4554.83	25189.2
4555.83	25189.2
4556.83	25189.2
4557.83	25189.2
4558.83	25189.2
4559.83	25189.2
4560.83	25189.2
4561.83	25189.2
4562.83	25189.2
4563.83	25189.2
4564.83	25189.2
4565.83	25189.2
4566.83	25189.2
4567.83	25189.2
4568.83	25189.2
4569.83	25189.2
4570.83	25189.2
4571.83	25189.2
4572.83	25189.1
4573.83	25189.1
4574.83	25189.1
4575.83	25189.1
4576.83	25189.1
4577.83	25189.1
4578.83	25189.1
4579.83	25189.1
4580.83	25189.1
4581.83	25189.1
4582.83	25189.1
4583.83	25189.1
4584.83	25189.1
4585.83	25189.1
4586.83	25189
4587.83	25189
4588.83	25189
4589.83	25189
4590.83	25189
4591.83	25189
4592.83	25189
4593.83	25189
4594.83	25189
4595.83	25188.9
4596.83	25188.9
4597.83	25188.9
4598.83	25188.9
4599.83	25188.9
4600.83	25188.9
4601.83	25188.9
4602.83	25188.9
4603.83	25188.8
4604.83	25188.8
4605.83	25188.8
4606.83	25188.8
4607.83	25188.8
4608.83	25188.8
4609.83	25188.8
4610.83	25188.7
4611.83	25188.7
4612.83	25188.7
4613.83	25188.7
4614.83	25188.7
4615.83	25188.7
4616.83	25188.7
4617.83	25188.7
4618.83	25188.7
4619.83	25188.6
4620.83	25188.6
4621.83	25188.6
4622.83	25188.6
4623.83	25188.6
4624.83	25188.6
4625.83	25188.6
4626.83	25188.6
4627.83	25188.6
4628.83	25188.6
4629.83	25188.6
4630.83	25188.6
4631.83	25188.5
4632.83	25188.5
4633.83	25188.5
4634.83	25188.5
4635.83	25188.5
4636.83	25188.5
4637.83	25188.5
4638.83	25188.5
4639.83	25188.5
4640.83	25188.5
4641.83	25188.5
4642.83	25188.5
4643.83	25188.5
4644.83	25188.5
4645.83	25188.5
4646.83	25188.5
4647.83	25188.5
4648.83	25188.5
4649.83	25188.5
4650.83	25188.5
4651.83	25188.5
4652.83	25188.5
4653.83	25188.5
4654.83	25188.5
4655.83	25188.5
4656.83	25188.6
4657.83	25188.6
4658.83	25188.6
4659.83	25188.6
4660.83	25188.6
4661.83	25188.6
4662.83	25188.6
4663.83	25188.6
4664.83	25188.6
4665.83	25188.6
4666.83	25188.6
4667.83	25188.6
4668.83	25188.7
4669.83	25188.7
4670.83	25188.7
4671.83	25188.7
4672.83	25188.7
4673.83	25188.7
4674.83	25188.7
4675.83	25188.7
4676.83	25188.7
4677.83	25188.8
4678.83	25188.8
4679.83	25188.8
4680.83	25188.8
4681.83	25188.8
4682.83	25188.8
4683.83	25188.8
4684.83	25188.8
4685.83	25188.9
4686.83	25188.9
4687.83	25188.9
4688.83	25188.9
4689.83	25188.9
4690.83	25188.9
4691.83	25188.9
4692.83	25188.9
4693.83	25189
4694.83	25189
4695.83	25189
4696.83	25189
4697.83	25189
4698.83	25189
4699.83	25189
4700.83	25189
4701.83	25189
4702.83	25189.1
4703.83	25189.1
4704.83	25189.1
4705.83	25189.1
4706.83	25189.1
4707.83	25189.1
4708.83	25189.1
4709.83	25189.1
4710.83	25189.1
4711.83	25189.1
4712.83	25189.1
4713.83	25189.1
4714.83	25189.1
4715.83	25189.1
4716.83	25189.1
4717.83	25189.1
4718.83	25189.2
4719.83	25189.2
4720.83	25189.2
4721.83	25189.2
4722.83	25189.2
4723.83	25189.2
4724.83	25189.2
4725.83	25189.2
4726.83	25189.2
4727.83	25189.2
4728.83	25189.2
4729.83	25189.1
4730.83	25189.1
4731.83	25189.1
4732.83	25189.1
4733.83	25189.1
4734.83	25189.1
4735.83	25189.1
4736.83	25189.1
4737.83	25189.1
4738.83	25189.1
4739.83	25189.1
4740.83	25189.1
4741.83	25189.1
4742.83	25189.1
4743.83	25189.1
4744.83	25189.1
4745.83	25189
4746.83	25189
4747.83	25189
4748.83	25189
4749.83	25189
4750.83	25189
4751.83	25189
4752.83	25189
4753.83	25189
4754.83	25189
4755.83	25188.9
4756.83	25188.9
4757.83	25188.9
4758.83	25188.9
4759.83	25188.9
4760.83	25188.9
4761.83	25188.9
4762.83	25188.9
4763.83	25188.8
4764.83	25188.8
4765.83	25188.8
4766.83	25188.8
4767.83	25188.8
4768.83	25188.8
4769.83	25188.8
4770.83	25188.8
4771.83	25188.7
4772.83	25188.7
4773.83	25188.7
4774.83	25188.7
4775.83	25188.7
4776.83	25188.7
4777.83	25188.7
4778.83	25188.7
4779.83	25188.7
4780.83	25188.6
4781.83	25188.6
4782.83	25188.6
4783.83	25188.6
4784.83	25188.6
4785.83	25188.6
4786.83	25188.6
4787.83	25188.6
4788.83	25188.6
4789.83	25188.6
4790.83	25188.6
4791.83	25188.6
4792.83	25188.6
4793.83	25188.5
4794.83	25188.5
4795.83	25188.5
4796.83	25188.5
4797.83	25188.5
4798.83	25188.5
4799.83	25188.5
4800.83	25188.5
4801.83	25188.5
4802.83	25188.5
4803.83	25188.5
4804.83	25188.5
4805.83	25188.5
4806.83	25188.5
4807.83	25188.5
4808.83	25188.5
4809.83	25188.5
4810.83	25188.5
4811.83	25188.5
4812.83	25188.5
4813.83	25188.5
4814.83	25188.6
4815.83	25188.6
4816.83	25188.6
4817.83	25188.6
4818.83	25188.6
4819.83	25188.6
4820.83	25188.6
4821.83	25188.6
4822.83	25188.6
4823.83	25188.6
4824.83	25188.6
4825.83	25188.6
4826.83	25188.6
4827.83	25188.7
4828.83	25188.7
4829.83	25188.7
4830.83	25188.7
4831.83	25188.7
4832.83	25188.7
4833.83	25188.7
4834.83	25188.7
4835.83	25188.7
4836.83	25188.7
4837.83	25188.8
4838.83	25188.8
4839.83	25188.8
4840.83	25188.8
4841.83	25188.8
4842.83	25188.8
4843.83	25188.8
4844.83	25188.8
4845.83	25188.9
4846.83	25188.9
4847.83	25188.9
4848.83	25188.9
4849.83	25188.9
4850.83	25188.9
4851.83	25188.9
4852.83	25188.9
4853.83	25189
4854.83	25189
4855.83	25189
4856.83	25189
4857.83	25189
4858.83	25189
4859.83	25189
4860.83	25189
4861.83	25189
4862.83	25189
4863.83	25189.1
4864.83	25189.1
4865.83	25189.1
4866.83	25189.1
4867.83	25189.1
4868.83	25189.1
4869.83	25189.1
4870.83	25189.1
4871.83	25189.1
4872.83	25189.1
4873.83	25189.1
4874.83	25189.1
4875.83	25189.1
4876.83	25189.1
4877.83	25189.1
4878.83	25189.1
4879.83	25189.1
4880.83	25189.1
4881.83	25189.1
4882.83	25189.1
4883.83	25189.1
4884.83	25189.1
4885.83	25189.1
4886.83	25189.1
4887.83	25189.1
4888.83	25189.1
4889.83	25189.1
4890.83	25189.1
4891.83	25189.1
4892.83	25189.1
4893.83	25189.1
4894.83	25189.1
4895.83	25189.1
4896.83	25189.1
4897.83	25189.1
4898.83	25189.1
4899.83	25189.1
4900.83	25189.1
4901.83	25189.1
4902.83	25189.1
4903.83	25189.1
4904.83	25189.1
4905.83	25189
4906.83	25189
4907.83	25189
4908.83	25189
4909.83	25189
4910.83	25189
4911.83	25189
4912.83	25189
4913.83	25189
4914.83	25189
4915.83	25188.9
4916.83	25188.9
4917.83	25188.9
4918.83	25188.9
4919.83	25188.9
4920.83	25188.9
4921.83	25188.9
4922.83	25188.9
4923.83	25188.8
4924.83	25188.8
4925.83	25188.8
4926.83	25188.8
4927.83	25188.8
4928.83	25188.8
4929.83	25188.8
4930.83	25188.8
4931.83	25188.8
4932.83	25188.7
4933.83	25188.7
4934.83	25188.7
4935.83	25188.7
4936.83	25188.7
4937.83	25188.7
4938.83	25188.7
4939.83	25188.7
4940.83	25188.7
4941.83	25188.6
4942.83	25188.6
4943.83	25188.6
4944.83	25188.6
4945.83	25188.6
4946.83	25188.6
4947.83	25188.6
4948.83	25188.6
4949.83	25188.6
4950.83	25188.6
4951.83	25188.6
4952.83	25188.6
4953.83	25188.6
4954.83	25188.6
4955.83	25188.6
4956.83	25188.5
4957.83	25188.5
4958.83	25188.5
4959.83	25188.5
4960.83	25188.5
4961.83	25188.5
4962.83	25188.5
4963.83	25188.5
4964.83	25188.5
4965.83	25188.5
4966.83	25188.5
4967.83	25188.5
4968.83	25188.5
4969.83	25188.5
4970.83	25188.5
4971.83	25188.5
4972.83	25188.6
4973.83	25188.6
4974.83	25188.6
4975.83	25188.6
4976.83	25188.6
4977.83	25188.6
4978.83	25188.6
4979.83	25188.6
4980.83	25188.6
4981.83	25188.6
4982.83	25188.6
4983.83	25188.6
4984.83	25188.6
4985.83	25188.6
4986.83	25188.6
4987.83	25188.7
4988.83	25188.7
4989.83	25188.7
4990.83	25188.7
4991.83	25188.7
4992.83	25188.7
4993.83	25188.7
4994.83	25188.7
4995.83	25188.7
4996.83	25188.7
4997.83	25188.8
4998.83	25188.8
4999.83	25188.8
5000.83	25188.8
5001.83	25188.8
5002.83	25188.8
5003.83	25188.8
5004.83	25188.8
5005.83	25188.9
5006.83	25188.9
5007.83	25188.9
5008.83	25188.9
5009.83	25188.9
5010.83	25188.9
5011.83	25188.9
5012.83	25188.9
5013.83	25188.9
5014.83	25189
5015.83	25189
5016.83	25189
5017.83	25189
5018.83	25189
5019.83	25189
5020.83	25189
5021.83	25189
5022.83	25189
5023.83	25189
5024.83	25189.1
5025.83	25189.1
5026.83	25189.1
5027.83	25189.1
5028.83	25189.1
5029.83	25189.1
5030.83	25189.1
5031.83	25189.1
5032.83	25189.1
5033.83	25189.1
5034.83	25189.1
5035.83	25189.1
5036.83	25189.1
5037.83	25189.1
5038.83	25189.1
5039.83	25189.1
5040.83	25189.1
5041.83	25189.1
5042.83	25189.1
5043.83	25189.1
5044.83	25189.1
5045.83	25189.1
5046.83	25189.1
5047.83	25189.1
5048.83	25189.1
5049.83	25189.1
5050.83	25189.1
5051.83	25189.1
5052.83	25189.1
5053.83	25189.1
5054.83	25189.1
5055.83	25189.1
5056.83	25189.1
5057.83	25189.1
5058.83	25189.1
5059.83	25189.1
5060.83	25189.1
5061.83	25189.1
5062.83	25189.1
5063.83	25189.1
5064.83	25189
5065.83	25189
5066.83	25189
5067.83	25189
5068.83	25189
5069.83	25189
5070.83	25189
5071.83	25189
5072.83	25189
5073.83	25189
5074.83	25189
5075.83	25188.9
5076.83	25188.9
5077.83	25188.9
5078.83	25188.9
5079.83	25188.9
5080.83	25188.9
5081.83	25188.9
5082.83	25188.9
5083.83	25188.8
5084.83	25188.8
5085.83	25188.8
5086.83	25188.8
5087.83	25188.8
5088.83	25188.8
5089.83	25188.8
5090.83	25188.8
5091.83	25188.8
5092.83	25188.7
5093.83	25188.7
5094.83	25188.7
5095.83	25188.7
5096.83	25188.7
5097.83	25188.7
5098.83	25188.7
5099.83	25188.7
5100.83	25188.7
5101.83	25188.7
5102.83	25188.6
5103.83	25188.6
5104.83	25188.6
5105.83	25188.6
